template_date,decision_time,plan_version,start_slot,remaining_intervals,solver_status,termination_condition,mip_gap,runtime_seconds,adjustment_objective
2025-04-02,2025-04-02T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.011343399994075298,0.0
2025-04-02,2025-04-03T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.000274300022283569,0.0
2025-04-03,2025-04-03T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-04-03,2025-04-03T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.015293600008590147,0.0
2025-04-03,2025-04-03T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.031144499982474372,0.0
2025-04-03,2025-04-03T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.013947100000223145,0.0
2025-04-03,2025-04-04T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.0005182000168133527,0.0
2025-04-04,2025-04-04T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-04-04,2025-04-04T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.06330410001100972,0.0
2025-04-04,2025-04-04T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.03346110001439229,81.85167369000098
2025-04-04,2025-04-04T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.017030000017257407,0.0
2025-04-04,2025-04-05T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.0003412000078242272,0.0
2025-04-05,2025-04-05T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-04-05,2025-04-05T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.09832419999293052,146.44404935999975
2025-04-05,2025-04-05T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.038393700000597164,277.6643451218434
2025-04-05,2025-04-05T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.011232600023504347,0.0
2025-04-05,2025-04-06T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.0003714999766089022,0.0
2025-04-06,2025-04-06T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-04-06,2025-04-06T06:00:00,update_0600,36,109,OPTIMAL,Optimal,1.5207248219643204e-14,0.017680899996776134,399.9570290599992
2025-04-06,2025-04-06T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.04906210000626743,870.5796138624999
2025-04-06,2025-04-06T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.011102799995569512,0.0
2025-04-06,2025-04-07T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.00038219999987632036,0.0
2025-04-07,2025-04-07T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-04-07,2025-04-07T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.026958200003718957,3231.009335954962
2025-04-07,2025-04-07T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.0220878999971319,2038.3091086439347
2025-04-07,2025-04-07T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.01510190000408329,0.0
2025-04-07,2025-04-08T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.0006096000142861158,0.0
2025-04-08,2025-04-08T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-04-08,2025-04-08T06:00:00,update_0600,36,109,OPTIMAL,Optimal,1.054841498635772e-14,0.04144790000282228,463.4377798324997
2025-04-08,2025-04-08T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.04246769999735989,138.3551759075006
2025-04-08,2025-04-08T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.022957899986067787,0.0
2025-04-08,2025-04-09T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.00047950001317076385,0.0
2025-04-09,2025-04-09T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-04-09,2025-04-09T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.04428410000400618,1388.5586404981739
2025-04-09,2025-04-09T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.018659900000784546,180.58769387999942
2025-04-09,2025-04-09T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.010248899983707815,0.0
2025-04-09,2025-04-10T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.00047580001410096884,0.0
2025-04-10,2025-04-10T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-04-10,2025-04-10T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.0673372000164818,1042.8819400733264
2025-04-10,2025-04-10T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.04810780001571402,0.0
2025-04-10,2025-04-10T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.01038890000199899,0.0
2025-04-10,2025-04-11T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.00029799999902024865,0.0
2025-04-11,2025-04-11T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-04-11,2025-04-11T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.03555729999789037,788.1676693934978
2025-04-11,2025-04-11T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.030615600000601262,87.80264597999988
2025-04-11,2025-04-11T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.010245000012218952,0.0
2025-04-11,2025-04-12T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.0002888999879360199,0.0
2025-04-12,2025-04-12T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-04-12,2025-04-12T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.02890449998085387,0.0
2025-04-12,2025-04-12T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.059300599998096004,332.56501660378126
2025-04-12,2025-04-12T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.011280399980023503,0.0
2025-04-12,2025-04-13T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.0003034999826923013,0.0
2025-04-13,2025-04-13T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-04-13,2025-04-13T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.03329500000108965,0.0
2025-04-13,2025-04-13T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.02449089998845011,1052.0124207640915
2025-04-13,2025-04-13T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.011919100012164563,0.0
2025-04-13,2025-04-14T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.0003497999859973788,0.0
2025-04-14,2025-04-14T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-04-14,2025-04-14T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.015422600001329556,0.0
2025-04-14,2025-04-14T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.036865999980363995,0.0
2025-04-14,2025-04-14T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.01110309999785386,0.0
2025-04-14,2025-04-15T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.0003231000155210495,0.0
2025-04-15,2025-04-15T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-04-15,2025-04-15T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.0294098999875132,3868.0350559344283
2025-04-15,2025-04-15T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.027266800025245175,2093.2084269828297
2025-04-15,2025-04-15T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.01043190000928007,0.0
2025-04-15,2025-04-16T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.00029940000968053937,0.0
2025-04-16,2025-04-16T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-04-16,2025-04-16T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.0519821000052616,3595.06332850068
2025-04-16,2025-04-16T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.020332799991592765,1552.5029066348127
2025-04-16,2025-04-16T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.012742799997795373,0.0
2025-04-16,2025-04-17T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.00024289998691529036,0.0
2025-04-17,2025-04-17T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-04-17,2025-04-17T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.03964939998695627,3818.2779573215926
2025-04-17,2025-04-17T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.032732199993915856,1036.2651008487744
2025-04-17,2025-04-17T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.017655799980275333,0.0
2025-04-17,2025-04-18T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.00022289998014457524,0.0
2025-04-18,2025-04-18T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-04-18,2025-04-18T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.05338810000102967,99.82736757000006
2025-04-18,2025-04-18T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.036734200024511665,62.718824418000025
2025-04-18,2025-04-18T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.010785399994347245,0.0
2025-04-18,2025-04-19T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.000302400003420189,0.0
2025-04-19,2025-04-19T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-04-19,2025-04-19T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.08439740000176243,0.0
2025-04-19,2025-04-19T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.019422699988353997,1868.5116475085022
2025-04-19,2025-04-19T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.009937900002114475,0.0
2025-04-19,2025-04-20T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.0002859999949578196,0.0
2025-04-20,2025-04-20T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-04-20,2025-04-20T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.048348199983593076,903.261311144813
2025-04-20,2025-04-20T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.021616299985907972,1570.9511269325988
2025-04-20,2025-04-20T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.012604699993971735,0.0
2025-04-20,2025-04-21T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.0002240000176243484,0.0
2025-04-21,2025-04-21T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-04-21,2025-04-21T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.014622899994719774,0.0
2025-04-21,2025-04-21T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.049646200001006946,0.0
2025-04-21,2025-04-21T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.011860699974931777,0.0
2025-04-21,2025-04-22T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.0003009999927598983,0.0
2025-04-22,2025-04-22T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-04-22,2025-04-22T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.030999099981272593,5167.734697147322
2025-04-22,2025-04-22T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.018257000017911196,3212.2057816761017
2025-04-22,2025-04-22T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.010755600000265986,0.0
2025-04-22,2025-04-23T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.0004188999882899225,0.0
2025-04-23,2025-04-23T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-04-23,2025-04-23T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.03846810001414269,4529.6459728501295
2025-04-23,2025-04-23T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.01883859999361448,3746.807717697014
2025-04-23,2025-04-23T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.009825099987210706,0.0
2025-04-23,2025-04-24T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.00023450001026503742,0.0
2025-04-24,2025-04-24T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-04-24,2025-04-24T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.03076130000408739,335.23968686249935
2025-04-24,2025-04-24T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.02949730001273565,2171.3359970558918
2025-04-24,2025-04-24T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.009345200000097975,0.0
2025-04-24,2025-04-25T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.00023259999579750001,0.0
2025-04-25,2025-04-25T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-04-25,2025-04-25T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.0389011999941431,90.16970421237858
2025-04-25,2025-04-25T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.02083570000831969,0.0
2025-04-25,2025-04-25T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.009398299996973947,0.0
2025-04-25,2025-04-26T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.0002798000059556216,0.0
2025-04-26,2025-04-26T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-04-26,2025-04-26T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.032547100010560825,66.4203181149601
2025-04-26,2025-04-26T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.027474399976199493,1243.7146692297515
2025-04-26,2025-04-26T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.011962099990341812,0.0
2025-04-26,2025-04-27T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.0002457000082358718,0.0
2025-04-27,2025-04-27T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-04-27,2025-04-27T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.04293080000206828,3265.474438570725
2025-04-27,2025-04-27T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.024269199988339096,2934.0890099976896
2025-04-27,2025-04-27T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.010353199992096052,0.0
2025-04-27,2025-04-28T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.00026760000037029386,0.0
2025-04-28,2025-04-28T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-04-28,2025-04-28T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.04974779998883605,2570.1873505078693
2025-04-28,2025-04-28T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.01982820002012886,308.5355371224994
2025-04-28,2025-04-28T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.010594299994409084,0.0
2025-04-28,2025-04-29T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.00025060001644305885,0.0
2025-04-29,2025-04-29T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-04-29,2025-04-29T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.027683099993737414,823.9897242475002
2025-04-29,2025-04-29T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.026002800004789606,1839.2317694865699
2025-04-29,2025-04-29T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.010015200008638203,0.0
2025-04-29,2025-04-30T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.00039500001003034413,0.0
2025-04-30,2025-04-30T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-04-30,2025-04-30T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.03395790001377463,2020.6769833296669
2025-04-30,2025-04-30T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.02637710000271909,1073.5461773898323
2025-04-30,2025-04-30T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.00827039999421686,0.0
2025-04-30,2025-05-01T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.00024489997304044664,0.0
2025-05-01,2025-05-01T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-05-01,2025-05-01T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.028842700005043298,846.7757075028093
2025-05-01,2025-05-01T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.023666199995204806,1666.9869783782794
2025-05-01,2025-05-01T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.022617300011916086,0.0
2025-05-01,2025-05-02T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.00031609999132342637,0.0
2025-05-02,2025-05-02T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-05-02,2025-05-02T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.06894680002005771,25.488450987749395
2025-05-02,2025-05-02T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.07048819999909028,0.0
2025-05-02,2025-05-02T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.008302000002004206,0.0
2025-05-02,2025-05-03T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.00034710002364590764,0.0
2025-05-03,2025-05-03T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-05-03,2025-05-03T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.022642800002358854,5.1736860800001905
2025-05-03,2025-05-03T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.01622520000091754,110.81343672275159
2025-05-03,2025-05-03T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.007968599995365366,0.0
2025-05-03,2025-05-04T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.0002403999969828874,0.0
2025-05-04,2025-05-04T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-05-04,2025-05-04T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.02331580000463873,252.00149085839934
2025-05-04,2025-05-04T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.02915049999137409,0.0
2025-05-04,2025-05-04T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.008796399983111769,0.0
2025-05-04,2025-05-05T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.00023910001618787646,0.0
2025-05-05,2025-05-05T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-05-05,2025-05-05T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.04160339999361895,0.0
2025-05-05,2025-05-05T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.03260460001183674,0.0
2025-05-05,2025-05-05T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.008260100003099069,0.0
2025-05-05,2025-05-06T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.00022840002202428877,0.0
2025-05-06,2025-05-06T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-05-06,2025-05-06T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.029510299995308742,4334.747738224334
2025-05-06,2025-05-06T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.04016350000165403,1731.472415671916
2025-05-06,2025-05-06T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.01371369999833405,0.0
2025-05-06,2025-05-07T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.000228899996727705,0.0
2025-05-07,2025-05-07T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-05-07,2025-05-07T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.0312590999819804,4293.2938476406425
2025-05-07,2025-05-07T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.01468709998880513,1898.0012622789302
2025-05-07,2025-05-07T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.008493299974361435,0.0
2025-05-07,2025-05-08T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.00023090001195669174,0.0
2025-05-08,2025-05-08T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-05-08,2025-05-08T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.019408699998166412,394.3888426399937
2025-05-08,2025-05-08T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.01692290001665242,826.4906100263432
2025-05-08,2025-05-08T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.009547199995722622,0.0
2025-05-08,2025-05-09T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.00023830001009628177,0.0
2025-05-09,2025-05-09T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-05-09,2025-05-09T06:00:00,update_0600,36,109,OPTIMAL,Optimal,1.2639140604808995e-16,0.040165499987779185,899.4823404239997
2025-05-09,2025-05-09T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.029644199996255338,1057.6789862029996
2025-05-09,2025-05-09T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.0080422000028193,0.0
2025-05-09,2025-05-10T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.00023710000095888972,0.0
2025-05-10,2025-05-10T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-05-10,2025-05-10T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.01926540001295507,1200.1996133739535
2025-05-10,2025-05-10T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.04866220001713373,677.9168526185496
2025-05-10,2025-05-10T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.008421300008194521,0.0
2025-05-10,2025-05-11T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.00022799998987466097,0.0
2025-05-11,2025-05-11T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-05-11,2025-05-11T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.024077200010651723,2335.255665681395
2025-05-11,2025-05-11T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.022189100011019036,1165.9038956883326
2025-05-11,2025-05-11T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.011242700013099238,0.0
2025-05-11,2025-05-12T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.00025439998717047274,0.0
2025-05-12,2025-05-12T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-05-12,2025-05-12T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.036316299985628575,6927.646708781945
2025-05-12,2025-05-12T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.021866499999305233,3887.0707693826835
2025-05-12,2025-05-12T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.009585799998603761,0.0
2025-05-12,2025-05-13T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.0002238999877590686,0.0
2025-05-13,2025-05-13T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-05-13,2025-05-13T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.01613450000877492,1787.8210529765763
2025-05-13,2025-05-13T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.015160799986915663,2001.959473723544
2025-05-13,2025-05-13T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.014084599999478087,0.0
2025-05-13,2025-05-14T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.0002227999793831259,0.0
2025-05-14,2025-05-14T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-05-14,2025-05-14T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.03638120001414791,2629.7570735083323
2025-05-14,2025-05-14T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.035455699980957434,0.0
2025-05-14,2025-05-14T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.010156000003917143,0.0
2025-05-14,2025-05-15T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.0002175999979954213,0.0
2025-05-15,2025-05-15T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-05-15,2025-05-15T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.035596200003055856,4614.493879804261
2025-05-15,2025-05-15T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.026518500002566725,287.94318306196044
2025-05-15,2025-05-15T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.008617599989520386,0.0
2025-05-15,2025-05-16T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.00022520002676174045,0.0
2025-05-16,2025-05-16T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-05-16,2025-05-16T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.06715710001299158,0.0
2025-05-16,2025-05-16T12:00:00,update_1200,72,73,OPTIMAL,Optimal,0.0,0.03430249998928048,0.0
2025-05-16,2025-05-16T18:00:00,update_1800,108,37,OPTIMAL,Optimal,0.0,0.014978099992731586,6.792288331780582e-12
2025-05-16,2025-05-17T00:00:00,update_nextday_0000_slot144,144,1,OPTIMAL,Optimal,0.0,0.00023979999241419137,0.0
2025-05-17,2025-05-17T00:00:00,initial_0000,1,144,OPTIMAL,INITIAL_PLAN,,0.0,0.0
2025-05-17,2025-05-17T06:00:00,update_0600,36,109,OPTIMAL,Optimal,0.0,0.0206045999948401,0.0
