template_date,period,status,solver_name,solver_version,termination_condition,mip_gap,runtime_seconds
2025-10-02,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.08690369999385439
2025-10-03,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.03670930000953376
2025-10-04,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02278729999670759
2025-10-05,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.041199599974788725
2025-10-06,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.03129740001168102
2025-10-07,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.023979399993550032
2025-10-08,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02568520000204444
2025-10-09,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,1.9752606272559126e-16,0.0373587999783922
2025-10-10,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.023865000024670735
2025-10-11,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.09490730002289638
2025-10-12,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.061408899986417964
2025-10-13,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.023612999997567385
2025-10-14,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.026026199979241937
2025-10-15,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02464669998153113
2025-10-16,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.023395099997287616
2025-10-17,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02291159998276271
2025-10-18,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.03717320002033375
2025-10-19,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.0410390000033658
2025-10-20,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02750169998034835
2025-10-21,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.028732000006129965
2025-10-22,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.029625600000144914
2025-10-23,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02513850000104867
2025-10-24,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02250279998406768
2025-10-25,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.037833400012459606
2025-10-26,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.03669899998931214
2025-10-27,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.028632300003664568
2025-10-28,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.023402499995427206
2025-10-29,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02533709999988787
2025-10-30,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.023351200012257323
2025-10-31,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.025735899980645627
2025-11-01,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.0280227999901399
2025-11-02,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,2.1284100054540642e-16,0.04196230001980439
2025-11-03,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.037907399993855506
2025-11-04,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02844659998663701
2025-11-05,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.026030999986687675
2025-11-06,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.027569199999561533
2025-11-07,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.024532099982025102
2025-11-08,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.028210799995576963
2025-11-09,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02471440000226721
2025-11-10,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.021062199986772612
2025-11-11,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.022014199988916516
2025-11-12,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02313679998042062
2025-11-13,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.023042399989208207
2025-11-14,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.025941800005966797
2025-11-15,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.06076749999192543
2025-11-16,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02634309997665696
2025-11-17,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02262719999998808
2025-11-18,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020191699994029477
2025-11-19,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.03316600000835024
2025-11-20,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.033269999985350296
2025-11-21,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02584059999207966
2025-11-22,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.04862060002051294
2025-11-23,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.04044290000456385
2025-11-24,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020946000004187226
2025-11-25,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.022710699995514005
2025-11-26,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.021528100012801588
2025-11-27,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.027200200012885034
2025-11-28,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.026509699993766844
2025-11-29,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.04523829999379814
2025-11-30,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.03747879998991266
2025-12-01,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.015668800013372675
2025-12-02,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.022462200024165213
2025-12-03,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.025934500008588657
2025-12-04,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01715390000026673
2025-12-05,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,1.245387517282564e-16,0.01640449999831617
2025-12-06,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.025324699992779642
2025-12-07,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.023202500015031546
2025-12-08,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.033390200027497485
2025-12-09,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02642589999595657
2025-12-10,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.027725099993404
2025-12-11,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.025085900007979944
2025-12-12,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.012953500001458451
2025-12-13,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.024059299990767613
2025-12-14,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02415010001277551
2025-12-15,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02853110001888126
2025-12-16,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02633689998765476
2025-12-17,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.013421499985270202
2025-12-18,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.026391399995191023
2025-12-19,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.029976499994518235
2025-12-20,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.024251599999843165
2025-12-21,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02377549998345785
2025-12-22,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.028422100003808737
2025-12-23,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.026235500001348555
2025-12-24,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.026139400026295334
2025-12-25,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.025318200001493096
2025-12-26,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.027134800009662285
2025-12-27,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02457549999235198
2025-12-28,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02292810002109036
2025-12-29,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.015159800008405
2025-12-30,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.027275300002656877
2025-12-31,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01990839999052696
