template_date,baseline,predictor,status,termination_condition,solver_invoked,mip_gap,runtime_seconds,level_bound_hit_count
2025-06-01,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.018926200000350946,0
2025-06-02,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.01647690000027069,0
2025-06-03,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.01829619999989518,0
2025-06-04,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.018964599999890197,0
2025-06-05,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.014888000001519686,0
2025-06-06,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.02436440000019502,0
2025-06-07,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.03271560000030149,0
2025-06-08,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.01853309999933117,0
2025-06-09,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.01654449999841745,0
2025-06-10,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.024426399999356363,0
2025-06-11,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.017949099999896134,0
2025-06-12,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.020578199999363278,0
2025-06-13,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.032450900000185356,0
2025-06-14,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.058492099999057245,0
2025-06-15,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.020889399998850422,0
2025-06-16,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.03232919999936712,0
2025-06-17,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.013425200000710902,0
2025-06-18,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.013388400000621914,0
