period,baseline,template_date,planned_grid_kwh,charge_kwh,discharge_kwh,emergency_kwh,surplus_kwh,planned_purchase_cost_yuan,emergency_purchase_cost_yuan,total_cost_yuan,soc_start_0010_kwh,soc_end_0010_next_day_kwh,max_forecast_load_abs_error_kw,max_forecast_pv_abs_error_kw
warmup,B0_NO_STORAGE_REFERENCE,2025-01-01,0.0,0.0,0.0,92035.17009999999,0.0,0.0,366613.56640915,366613.56640915,6000.0,6000.0,7469.4947,5494.725
warmup,B1_WEEKDAY_MILP_R0,2025-01-01,0.0,0.0,0.0,92035.17009999999,0.0,0.0,366613.56640915,366613.56640915,6000.0,6000.0,7469.4947,5494.725
warmup,B0_NO_STORAGE_REFERENCE,2025-01-02,91419.05335,0.0,0.0,2969.7778666666695,1503.5921166666635,73059.261744705,10572.33314295001,83631.59488765501,6000.0,6000.0,2919.12,589.0743000000002
warmup,B1_WEEKDAY_MILP_R0,2025-01-02,90903.99019506172,20025.983395061725,20541.04655,2969.7778666666704,1503.5921166666628,59297.6775631795,10572.333142950014,69870.01070612951,6000.0,1200.0,2919.12,589.0743000000002
warmup,B0_NO_STORAGE_REFERENCE,2025-01-03,93014.83593333334,0.0,0.0,0.0,47509.894433333335,74130.662443255,0.0,74130.662443255,6000.0,6000.0,3661.9234,903.7874999999995
warmup,B1_WEEKDAY_MILP_R0,2025-01-03,97846.28164999999,25428.661666666663,20597.215949999998,0.0,47509.894433333335,62644.86963603333,0.0,62644.86963603333,1200.0,1200.0,3661.9234,903.7874999999995
warmup,B0_NO_STORAGE_REFERENCE,2025-01-04,51005.185849999994,0.0,0.0,1373.0971833333351,7612.680833333332,38248.96075153,5387.008993416674,43635.96974494668,6000.0,6000.0,676.3800000000001,623.0479000000005
warmup,B1_WEEKDAY_MILP_R0,2025-01-04,49592.95851604937,21379.40604938271,17317.3189,1956.464483333335,2721.73365,25948.922809369258,8110.444777441673,34059.36758681093,1200.0,1200.0,676.3800000000001,623.0479000000005
warmup,B0_NO_STORAGE_REFERENCE,2025-01-05,50637.62808333333,0.0,0.0,40398.081816666665,0.0,38107.043214804995,173517.08965477502,211624.13286958,6000.0,6000.0,3695.5768000000003,867.7875000000004
warmup,B1_WEEKDAY_MILP_R0,2025-01-05,48690.569634156374,21387.511934156377,17323.884666666665,46408.76753333333,0.0,25655.899453312653,192037.75232795835,217693.651781271,1200.0,1200.0,3695.5768000000003,867.7875000000004
warmup,B0_NO_STORAGE_REFERENCE,2025-01-06,91026.70863333333,0.0,0.0,1833.6126500000025,2227.8394833333296,72806.61221548333,7350.062808425011,80156.67502390833,6000.0,6000.0,427.3577000000005,477.27990000000045
warmup,B1_WEEKDAY_MILP_R0,2025-01-06,95835.11858971193,25307.420823045264,20499.010866666667,1833.6126500000028,2227.839483333329,61337.327629103966,7350.062808425011,68687.39043752897,1200.0,1200.0,427.3577000000005,477.27990000000045
warmup,B0_NO_STORAGE_REFERENCE,2025-01-07,90672.76443333333,0.0,0.0,3755.7267833333367,1861.5902166666644,72514.69653594334,13835.701042641678,86350.39757858502,6000.0,6000.0,513.2771000000002,1146.0785999999998
warmup,B1_WEEKDAY_MILP_R0,2025-01-07,95406.87346666666,24916.36333333333,20182.2543,3755.726783333337,1861.5902166666647,61045.700900674994,13835.701042641678,74881.40194331667,1200.0,1200.0,513.2771000000002,1146.0785999999998
warmup,B0_NO_STORAGE_REFERENCE,2025-01-08,92925.59118333332,0.0,0.0,1562.7684166666686,4962.357599999996,74132.39851210167,5428.283663358341,79560.68217546001,6000.0,6000.0,490.1939000000002,1407.4499999999998
warmup,B1_WEEKDAY_MILP_R0,2025-01-08,97764.30368847735,25466.907921810696,20628.19541666667,1562.7684166666684,4962.357599999995,62642.54377515717,5428.283663358339,68070.82743851551,1200.0,1200.0,490.1939000000002,1407.4499999999998
warmup,B0_NO_STORAGE_REFERENCE,2025-01-09,90487.13584999999,0.0,0.0,2620.78911666667,2016.3691666666632,72646.12292629166,8772.746609783346,81418.86953607501,6000.0,6000.0,546.6222000000007,1165.6899000000003
warmup,B1_WEEKDAY_MILP_R0,2025-01-09,95292.42341831274,25290.987201646087,20485.69963333333,2620.7891166666705,2016.3691666666632,61168.101871148494,8772.746609783346,69940.84848093183,1200.0,1200.0,546.6222000000007,1165.6899000000003
warmup,B0_NO_STORAGE_REFERENCE,2025-01-10,50948.5333,0.0,0.0,1144.027750000001,6601.894249999999,38164.366376423335,4866.5318729666715,43030.898249390004,6000.0,6000.0,540.0500000000002,509.47499999999945
warmup,B1_WEEKDAY_MILP_R0,2025-01-10,50000.29761069959,21535.80514403292,17444.002166666658,1924.5286666666668,2342.356499999998,26121.344580505065,7606.276598925004,33727.62117943007,1200.0,1200.0,540.0500000000002,509.47499999999945
warmup,B0_NO_STORAGE_REFERENCE,2025-01-11,50309.40603333333,0.0,0.0,1607.6156333333342,7051.135066666665,37753.60914901167,6556.513996325004,44310.12314533667,6000.0,6000.0,502.0900000000006,554.3676000000005
warmup,B1_WEEKDAY_MILP_R0,2025-01-11,49908.00250720164,21117.07442386831,17104.830283333333,1703.4437333333344,2733.315499999999,26164.39825768364,6977.836850350003,33142.235108033645,1200.0,1200.0,502.0900000000006,554.3676000000005
warmup,B0_NO_STORAGE_REFERENCE,2025-01-12,90929.81048333332,0.0,0.0,2210.845300000004,2274.7669833333293,72888.94600922,7385.297995766681,80274.24400498669,6000.0,6000.0,425.3206,764.625
warmup,B1_WEEKDAY_MILP_R0,2025-01-12,95795.1891366255,25607.256069958847,20741.877416666663,2210.8453000000036,2274.7669833333293,61404.431332520326,7385.29799576668,68789.72932828701,1200.0,1200.0,425.3206,764.625
warmup,B0_NO_STORAGE_REFERENCE,2025-01-13,91173.25154999999,0.0,0.0,1187.2789833333354,4086.5747333333297,72776.35492664833,4239.663708200008,77016.01863484834,6000.0,6000.0,448.41049999999996,675.5991000000004
warmup,B1_WEEKDAY_MILP_R0,2025-01-13,95959.76286481481,25192.164814814812,20405.6535,1187.2789833333356,4086.574733333331,61307.16045835148,4239.663708200009,65546.8241665515,1200.0,1200.0,448.41049999999996,675.5991000000004
warmup,B0_NO_STORAGE_REFERENCE,2025-01-14,88221.05933333332,0.0,0.0,2482.3837833333373,1423.1305166666634,70402.75532011,9664.746394975016,80067.501715085,6000.0,6000.0,562.7860000000001,484.7999999999993
