run_id,question_id,model_id,baseline_id,split,period,metric,value,unit,direction,sample_count,status,notes
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-04,load.RMSE,1084.7690476361229,kW,min,4320,POSTHOC_EVALUATION_ONLY,sqrt(mean((predicted-actual)^2))
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-04,load.nMAE,0.13602249300898167,ratio,min,4320,POSTHOC_EVALUATION_ONLY,MAE / mean(actual_load)
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-04,load.bias,-0.6883728240741052,kW,min,4320,POSTHOC_EVALUATION_ONLY,mean(predicted-actual)
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-04,load.max_absolute_error,3786.1977000000006,kW,min,4320,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-04,load.error_p50,153.93865000000005,kW,min,4320,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-04,load.error_p90,2444.192529999999,kW,min,4320,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-04,load.error_p95,2751.912665,kW,min,4320,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-04,load.error_p99,3452.874483000001,kW,min,4320,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-04,load.sample_count,4320.0,count,descriptive,4320,POSTHOC_EVALUATION_ONLY,finite actual/predicted pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-04,load.valid_coverage,1.0,ratio,descriptive,4320,POSTHOC_EVALUATION_ONLY,finite pairs / requested pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-04,load.peak_threshold_p90,6590.1915,kW,descriptive,4320,POSTHOC_EVALUATION_ONLY,global formal-output actual-load 90th percentile; posthoc only
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-04,load.peak_MAE,840.0894872549021,kW,min,4320,POSTHOC_EVALUATION_ONLY,MAE where actual_load >= global formal p90
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-04,load.peak_max_absolute_error,3775.1371000000004,kW,min,4320,POSTHOC_EVALUATION_ONLY,max absolute error where actual_load >= global formal p90
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-04,load.peak_sample_count,102.0,count,descriptive,4320,POSTHOC_EVALUATION_ONLY,samples where actual_load >= global formal p90
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-04,pv.all_day_MAE,223.74509905092594,kW,min,4320,POSTHOC_EVALUATION_ONLY,mean(abs(predicted-actual)) over all intervals
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-04,pv.all_day_RMSE,433.96212643515366,kW,min,4320,POSTHOC_EVALUATION_ONLY,RMSE over all intervals
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-04,pv.bias,-12.919097430555562,kW,min,4320,POSTHOC_EVALUATION_ONLY,mean(predicted-actual)
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-04,pv.max_absolute_error,2304.2625000000007,kW,min,4320,POSTHOC_EVALUATION_ONLY,max(abs(predicted-actual))
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-04,pv.sample_count,4320.0,count,descriptive,4320,POSTHOC_EVALUATION_ONLY,finite actual/predicted pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-04,pv.valid_coverage,1.0,ratio,descriptive,4320,POSTHOC_EVALUATION_ONLY,finite pairs / requested pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-04,pv.daylight_MAE,382.6511384402217,kW,min,4320,POSTHOC_EVALUATION_ONLY,MAE where actual_pv_kw > 0
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-04,pv.daylight_RMSE,567.5145867242188,kW,min,4320,POSTHOC_EVALUATION_ONLY,RMSE where actual_pv_kw > 0
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-04,pv.daylight_sample_count,2526.0,count,descriptive,4320,POSTHOC_EVALUATION_ONLY,samples where actual_pv_kw > 0
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-04,pv.ramp_MAE,76.6897234965035,kW/10min,min,4320,POSTHOC_EVALUATION_ONLY,mean(abs(predicted_ramp-actual_ramp)); adjacent physical intervals within the same natural day only
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-04,pv.ramp_sample_count,4290.0,count,descriptive,4320,POSTHOC_EVALUATION_ONLY,within-natural-day adjacent physical interval pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-05,load.MAE,657.8862533154121,kW,min,4464,POSTHOC_EVALUATION_ONLY,mean(abs(predicted-actual))
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-05,load.RMSE,1137.0212381126898,kW,min,4464,POSTHOC_EVALUATION_ONLY,sqrt(mean((predicted-actual)^2))
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-05,load.nMAE,0.1494656539122538,ratio,min,4464,POSTHOC_EVALUATION_ONLY,MAE / mean(actual_load)
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-05,load.bias,58.15375197132616,kW,min,4464,POSTHOC_EVALUATION_ONLY,mean(predicted-actual)
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-05,load.max_absolute_error,3973.1199999999994,kW,min,4464,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-05,load.error_p50,188.21400000000017,kW,min,4464,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-05,load.error_p90,2510.9367099999995,kW,min,4464,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-05,load.error_p95,2774.757784999999,kW,min,4464,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-05,load.error_p99,3418.760599999999,kW,min,4464,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-05,load.sample_count,4464.0,count,descriptive,4464,POSTHOC_EVALUATION_ONLY,finite actual/predicted pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-05,load.valid_coverage,1.0,ratio,descriptive,4464,POSTHOC_EVALUATION_ONLY,finite pairs / requested pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-05,load.peak_threshold_p90,6590.1915,kW,descriptive,4464,POSTHOC_EVALUATION_ONLY,global formal-output actual-load 90th percentile; posthoc only
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-05,load.peak_MAE,786.1768611570249,kW,min,4464,POSTHOC_EVALUATION_ONLY,MAE where actual_load >= global formal p90
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-05,load.peak_max_absolute_error,3973.1199999999994,kW,min,4464,POSTHOC_EVALUATION_ONLY,max absolute error where actual_load >= global formal p90
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-05,load.peak_sample_count,121.0,count,descriptive,4464,POSTHOC_EVALUATION_ONLY,samples where actual_load >= global formal p90
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-05,pv.all_day_MAE,234.15803918010752,kW,min,4464,POSTHOC_EVALUATION_ONLY,mean(abs(predicted-actual)) over all intervals
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-05,pv.all_day_RMSE,440.00943775337873,kW,min,4464,POSTHOC_EVALUATION_ONLY,RMSE over all intervals
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-05,pv.bias,4.081821572580642,kW,min,4464,POSTHOC_EVALUATION_ONLY,mean(predicted-actual)
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-05,pv.max_absolute_error,2751.406500000001,kW,min,4464,POSTHOC_EVALUATION_ONLY,max(abs(predicted-actual))
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-05,pv.sample_count,4464.0,count,descriptive,4464,POSTHOC_EVALUATION_ONLY,finite actual/predicted pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-05,pv.valid_coverage,1.0,ratio,descriptive,4464,POSTHOC_EVALUATION_ONLY,finite pairs / requested pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-05,pv.daylight_MAE,380.51714066254095,kW,min,4464,POSTHOC_EVALUATION_ONLY,MAE where actual_pv_kw > 0
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-05,pv.daylight_RMSE,560.9120305074885,kW,min,4464,POSTHOC_EVALUATION_ONLY,RMSE where actual_pv_kw > 0
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-05,pv.daylight_sample_count,2747.0,count,descriptive,4464,POSTHOC_EVALUATION_ONLY,samples where actual_pv_kw > 0
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-05,pv.ramp_MAE,85.22502368599143,kW/10min,min,4464,POSTHOC_EVALUATION_ONLY,mean(abs(predicted_ramp-actual_ramp)); adjacent physical intervals within the same natural day only
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-05,pv.ramp_sample_count,4433.0,count,descriptive,4464,POSTHOC_EVALUATION_ONLY,within-natural-day adjacent physical interval pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-06,load.MAE,700.3757323611112,kW,min,4320,POSTHOC_EVALUATION_ONLY,mean(abs(predicted-actual))
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-06,load.RMSE,1181.8681904779105,kW,min,4320,POSTHOC_EVALUATION_ONLY,sqrt(mean((predicted-actual)^2))
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-06,load.nMAE,0.145904953719228,ratio,min,4320,POSTHOC_EVALUATION_ONLY,MAE / mean(actual_load)
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-06,load.bias,-71.65063379629632,kW,min,4320,POSTHOC_EVALUATION_ONLY,mean(predicted-actual)
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-06,load.max_absolute_error,4589.6173,kW,min,4320,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-06,load.error_p50,217.0389499999999,kW,min,4320,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-06,load.error_p90,2513.0350000000003,kW,min,4320,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-06,load.error_p95,2829.5406550000002,kW,min,4320,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-06,load.error_p99,3504.9526730000007,kW,min,4320,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-06,load.sample_count,4320.0,count,descriptive,4320,POSTHOC_EVALUATION_ONLY,finite actual/predicted pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-06,load.valid_coverage,1.0,ratio,descriptive,4320,POSTHOC_EVALUATION_ONLY,finite pairs / requested pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-06,load.peak_threshold_p90,6590.1915,kW,descriptive,4320,POSTHOC_EVALUATION_ONLY,global formal-output actual-load 90th percentile; posthoc only
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-06,load.peak_MAE,811.8891121527779,kW,min,4320,POSTHOC_EVALUATION_ONLY,MAE where actual_load >= global formal p90
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-06,load.peak_max_absolute_error,4589.6173,kW,min,4320,POSTHOC_EVALUATION_ONLY,max absolute error where actual_load >= global formal p90
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-06,load.peak_sample_count,576.0,count,descriptive,4320,POSTHOC_EVALUATION_ONLY,samples where actual_load >= global formal p90
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-06,pv.all_day_MAE,244.1393226851852,kW,min,4320,POSTHOC_EVALUATION_ONLY,mean(abs(predicted-actual)) over all intervals
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-06,pv.all_day_RMSE,471.9367704900264,kW,min,4320,POSTHOC_EVALUATION_ONLY,RMSE over all intervals
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-06,pv.bias,14.332658935185188,kW,min,4320,POSTHOC_EVALUATION_ONLY,mean(predicted-actual)
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-06,pv.max_absolute_error,3228.8724999999995,kW,min,4320,POSTHOC_EVALUATION_ONLY,max(abs(predicted-actual))
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-06,pv.sample_count,4320.0,count,descriptive,4320,POSTHOC_EVALUATION_ONLY,finite actual/predicted pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-06,pv.valid_coverage,1.0,ratio,descriptive,4320,POSTHOC_EVALUATION_ONLY,finite pairs / requested pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-06,pv.daylight_MAE,381.44009822784807,kW,min,4320,POSTHOC_EVALUATION_ONLY,MAE where actual_pv_kw > 0
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-06,pv.daylight_RMSE,589.8996274296696,kW,min,4320,POSTHOC_EVALUATION_ONLY,RMSE where actual_pv_kw > 0
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-06,pv.daylight_sample_count,2765.0,count,descriptive,4320,POSTHOC_EVALUATION_ONLY,samples where actual_pv_kw > 0
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-06,pv.ramp_MAE,93.23764564102564,kW/10min,min,4320,POSTHOC_EVALUATION_ONLY,mean(abs(predicted_ramp-actual_ramp)); adjacent physical intervals within the same natural day only
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-06,pv.ramp_sample_count,4290.0,count,descriptive,4320,POSTHOC_EVALUATION_ONLY,within-natural-day adjacent physical interval pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-07,load.MAE,646.4358569444445,kW,min,4464,POSTHOC_EVALUATION_ONLY,mean(abs(predicted-actual))
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-07,load.RMSE,1085.429793622711,kW,min,4464,POSTHOC_EVALUATION_ONLY,sqrt(mean((predicted-actual)^2))
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-07,load.nMAE,0.12111117618184934,ratio,min,4464,POSTHOC_EVALUATION_ONLY,MAE / mean(actual_load)
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-07,load.bias,-15.92727123655912,kW,min,4464,POSTHOC_EVALUATION_ONLY,mean(predicted-actual)
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-07,load.max_absolute_error,3902.7976999999996,kW,min,4464,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-07,load.error_p50,245.7545500000001,kW,min,4464,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-07,load.error_p90,2312.6056700000004,kW,min,4464,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-07,load.error_p95,2761.35659,kW,min,4464,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-07,load.error_p99,3359.389799999999,kW,min,4464,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-07,load.sample_count,4464.0,count,descriptive,4464,POSTHOC_EVALUATION_ONLY,finite actual/predicted pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-07,load.valid_coverage,1.0,ratio,descriptive,4464,POSTHOC_EVALUATION_ONLY,finite pairs / requested pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-07,load.peak_threshold_p90,6590.1915,kW,descriptive,4464,POSTHOC_EVALUATION_ONLY,global formal-output actual-load 90th percentile; posthoc only
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-07,load.peak_MAE,663.2658132364194,kW,min,4464,POSTHOC_EVALUATION_ONLY,MAE where actual_load >= global formal p90
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-07,load.peak_max_absolute_error,3899.8132000000005,kW,min,4464,POSTHOC_EVALUATION_ONLY,max absolute error where actual_load >= global formal p90
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-07,load.peak_sample_count,1307.0,count,descriptive,4464,POSTHOC_EVALUATION_ONLY,samples where actual_load >= global formal p90
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-07,pv.all_day_MAE,228.79033702956988,kW,min,4464,POSTHOC_EVALUATION_ONLY,mean(abs(predicted-actual)) over all intervals
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-07,pv.all_day_RMSE,418.9487681847887,kW,min,4464,POSTHOC_EVALUATION_ONLY,RMSE over all intervals
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-07,pv.bias,-8.949839852150541,kW,min,4464,POSTHOC_EVALUATION_ONLY,mean(predicted-actual)
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-07,pv.max_absolute_error,2306.8288999999995,kW,min,4464,POSTHOC_EVALUATION_ONLY,max(abs(predicted-actual))
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-07,pv.sample_count,4464.0,count,descriptive,4464,POSTHOC_EVALUATION_ONLY,finite actual/predicted pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-07,pv.valid_coverage,1.0,ratio,descriptive,4464,POSTHOC_EVALUATION_ONLY,finite pairs / requested pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-07,pv.daylight_MAE,366.85109001436786,kW,min,4464,POSTHOC_EVALUATION_ONLY,MAE where actual_pv_kw > 0
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-07,pv.daylight_RMSE,530.5036655058273,kW,min,4464,POSTHOC_EVALUATION_ONLY,RMSE where actual_pv_kw > 0
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-07,pv.daylight_sample_count,2784.0,count,descriptive,4464,POSTHOC_EVALUATION_ONLY,samples where actual_pv_kw > 0
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-07,pv.ramp_MAE,87.50211355741034,kW/10min,min,4464,POSTHOC_EVALUATION_ONLY,mean(abs(predicted_ramp-actual_ramp)); adjacent physical intervals within the same natural day only
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-07,pv.ramp_sample_count,4433.0,count,descriptive,4464,POSTHOC_EVALUATION_ONLY,within-natural-day adjacent physical interval pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-08,load.MAE,740.3496875672043,kW,min,4464,POSTHOC_EVALUATION_ONLY,mean(abs(predicted-actual))
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-08,load.RMSE,1203.0044111161505,kW,min,4464,POSTHOC_EVALUATION_ONLY,sqrt(mean((predicted-actual)^2))
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-08,load.nMAE,0.14674475575727633,ratio,min,4464,POSTHOC_EVALUATION_ONLY,MAE / mean(actual_load)
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-08,load.bias,5.780247155017921,kW,min,4464,POSTHOC_EVALUATION_ONLY,mean(predicted-actual)
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-08,load.max_absolute_error,3855.0176999999994,kW,min,4464,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-08,load.error_p50,261.2021000000002,kW,min,4464,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-08,load.error_p90,2537.8798300000003,kW,min,4464,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-08,load.error_p95,2847.929919999999,kW,min,4464,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-08,load.error_p99,3451.2900729999997,kW,min,4464,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-08,load.sample_count,4464.0,count,descriptive,4464,POSTHOC_EVALUATION_ONLY,finite actual/predicted pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-08,load.valid_coverage,1.0,ratio,descriptive,4464,POSTHOC_EVALUATION_ONLY,finite pairs / requested pairs
