run_id,question_id,model_id,baseline_id,split,period,metric,value,unit,direction,sample_count,status,notes
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-08,load.peak_threshold_p90,6590.1915,kW,descriptive,4464,POSTHOC_EVALUATION_ONLY,global formal-output actual-load 90th percentile; posthoc only
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-08,load.peak_MAE,804.9036415413534,kW,min,4464,POSTHOC_EVALUATION_ONLY,MAE where actual_load >= global formal p90
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-08,load.peak_max_absolute_error,3855.0176999999994,kW,min,4464,POSTHOC_EVALUATION_ONLY,max absolute error where actual_load >= global formal p90
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-08,load.peak_sample_count,1064.0,count,descriptive,4464,POSTHOC_EVALUATION_ONLY,samples where actual_load >= global formal p90
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-08,pv.all_day_MAE,217.2143529121864,kW,min,4464,POSTHOC_EVALUATION_ONLY,mean(abs(predicted-actual)) over all intervals
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-08,pv.all_day_RMSE,413.1648238692029,kW,min,4464,POSTHOC_EVALUATION_ONLY,RMSE over all intervals
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-08,pv.bias,-5.363466801075264,kW,min,4464,POSTHOC_EVALUATION_ONLY,mean(predicted-actual)
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-08,pv.max_absolute_error,2183.6624999999995,kW,min,4464,POSTHOC_EVALUATION_ONLY,max(abs(predicted-actual))
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-08,pv.sample_count,4464.0,count,descriptive,4464,POSTHOC_EVALUATION_ONLY,finite actual/predicted pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-08,pv.valid_coverage,1.0,ratio,descriptive,4464,POSTHOC_EVALUATION_ONLY,finite pairs / requested pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-08,pv.daylight_MAE,363.4261673913043,kW,min,4464,POSTHOC_EVALUATION_ONLY,MAE where actual_pv_kw > 0
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-08,pv.daylight_RMSE,534.4320076315497,kW,min,4464,POSTHOC_EVALUATION_ONLY,RMSE where actual_pv_kw > 0
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-08,pv.daylight_sample_count,2668.0,count,descriptive,4464,POSTHOC_EVALUATION_ONLY,samples where actual_pv_kw > 0
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-08,pv.ramp_MAE,82.23186420031583,kW/10min,min,4464,POSTHOC_EVALUATION_ONLY,mean(abs(predicted_ramp-actual_ramp)); adjacent physical intervals within the same natural day only
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-08,pv.ramp_sample_count,4433.0,count,descriptive,4464,POSTHOC_EVALUATION_ONLY,within-natural-day adjacent physical interval pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-09,load.MAE,631.2092395833333,kW,min,4320,POSTHOC_EVALUATION_ONLY,mean(abs(predicted-actual))
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-09,load.RMSE,1095.7173826144933,kW,min,4320,POSTHOC_EVALUATION_ONLY,sqrt(mean((predicted-actual)^2))
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-09,load.nMAE,0.13915606949491507,ratio,min,4320,POSTHOC_EVALUATION_ONLY,MAE / mean(actual_load)
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-09,load.bias,17.22570569444445,kW,min,4320,POSTHOC_EVALUATION_ONLY,mean(predicted-actual)
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-09,load.max_absolute_error,3871.45,kW,min,4320,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-09,load.error_p50,195.54544999999962,kW,min,4320,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-09,load.error_p90,2417.3388399999994,kW,min,4320,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-09,load.error_p95,2754.8394150000004,kW,min,4320,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-09,load.error_p99,3421.1418100000037,kW,min,4320,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-09,load.sample_count,4320.0,count,descriptive,4320,POSTHOC_EVALUATION_ONLY,finite actual/predicted pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-09,load.valid_coverage,1.0,ratio,descriptive,4320,POSTHOC_EVALUATION_ONLY,finite pairs / requested pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-09,load.peak_threshold_p90,6590.1915,kW,descriptive,4320,POSTHOC_EVALUATION_ONLY,global formal-output actual-load 90th percentile; posthoc only
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-09,load.peak_MAE,703.8976962025315,kW,min,4320,POSTHOC_EVALUATION_ONLY,MAE where actual_load >= global formal p90
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-09,load.peak_max_absolute_error,3871.45,kW,min,4320,POSTHOC_EVALUATION_ONLY,max absolute error where actual_load >= global formal p90
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-09,load.peak_sample_count,158.0,count,descriptive,4320,POSTHOC_EVALUATION_ONLY,samples where actual_load >= global formal p90
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-09,pv.all_day_MAE,201.44523108796295,kW,min,4320,POSTHOC_EVALUATION_ONLY,mean(abs(predicted-actual)) over all intervals
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-09,pv.all_day_RMSE,405.86751579094664,kW,min,4320,POSTHOC_EVALUATION_ONLY,RMSE over all intervals
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-09,pv.bias,15.58952284722222,kW,min,4320,POSTHOC_EVALUATION_ONLY,mean(predicted-actual)
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-09,pv.max_absolute_error,2542.174500000001,kW,min,4320,POSTHOC_EVALUATION_ONLY,max(abs(predicted-actual))
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-09,pv.sample_count,4320.0,count,descriptive,4320,POSTHOC_EVALUATION_ONLY,finite actual/predicted pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-09,pv.valid_coverage,1.0,ratio,descriptive,4320,POSTHOC_EVALUATION_ONLY,finite pairs / requested pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-09,pv.daylight_MAE,360.3365910559006,kW,min,4320,POSTHOC_EVALUATION_ONLY,MAE where actual_pv_kw > 0
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-09,pv.daylight_RMSE,542.83463078727,kW,min,4320,POSTHOC_EVALUATION_ONLY,RMSE where actual_pv_kw > 0
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-09,pv.daylight_sample_count,2415.0,count,descriptive,4320,POSTHOC_EVALUATION_ONLY,samples where actual_pv_kw > 0
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-09,pv.ramp_MAE,70.26870205128206,kW/10min,min,4320,POSTHOC_EVALUATION_ONLY,mean(abs(predicted_ramp-actual_ramp)); adjacent physical intervals within the same natural day only
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-09,pv.ramp_sample_count,4290.0,count,descriptive,4320,POSTHOC_EVALUATION_ONLY,within-natural-day adjacent physical interval pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-10,load.MAE,641.4994814964157,kW,min,4464,POSTHOC_EVALUATION_ONLY,mean(abs(predicted-actual))
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-10,load.RMSE,1132.6950291181568,kW,min,4464,POSTHOC_EVALUATION_ONLY,sqrt(mean((predicted-actual)^2))
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-10,load.nMAE,0.14756519329008308,ratio,min,4464,POSTHOC_EVALUATION_ONLY,MAE / mean(actual_load)
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-10,load.bias,66.24242074372759,kW,min,4464,POSTHOC_EVALUATION_ONLY,mean(predicted-actual)
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-10,load.max_absolute_error,3827.0694999999996,kW,min,4464,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-10,load.error_p50,159.8928500000004,kW,min,4464,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-10,load.error_p90,2533.09497,kW,min,4464,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-10,load.error_p95,2781.6735949999998,kW,min,4464,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-10,load.error_p99,3431.4618509999996,kW,min,4464,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-10,load.sample_count,4464.0,count,descriptive,4464,POSTHOC_EVALUATION_ONLY,finite actual/predicted pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-10,load.valid_coverage,1.0,ratio,descriptive,4464,POSTHOC_EVALUATION_ONLY,finite pairs / requested pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-10,load.peak_threshold_p90,6590.1915,kW,descriptive,4464,POSTHOC_EVALUATION_ONLY,global formal-output actual-load 90th percentile; posthoc only
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-10,load.peak_MAE,682.7474687499999,kW,min,4464,POSTHOC_EVALUATION_ONLY,MAE where actual_load >= global formal p90
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-10,load.peak_max_absolute_error,3677.87,kW,min,4464,POSTHOC_EVALUATION_ONLY,max absolute error where actual_load >= global formal p90
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-10,load.peak_sample_count,112.0,count,descriptive,4464,POSTHOC_EVALUATION_ONLY,samples where actual_load >= global formal p90
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-10,pv.all_day_MAE,155.71680909498207,kW,min,4464,POSTHOC_EVALUATION_ONLY,mean(abs(predicted-actual)) over all intervals
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-10,pv.all_day_RMSE,321.47308978121384,kW,min,4464,POSTHOC_EVALUATION_ONLY,RMSE over all intervals
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-10,pv.bias,10.281698028673835,kW,min,4464,POSTHOC_EVALUATION_ONLY,mean(predicted-actual)
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-10,pv.max_absolute_error,2238.2599999999993,kW,min,4464,POSTHOC_EVALUATION_ONLY,max(abs(predicted-actual))
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-10,pv.sample_count,4464.0,count,descriptive,4464,POSTHOC_EVALUATION_ONLY,finite actual/predicted pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-10,pv.valid_coverage,1.0,ratio,descriptive,4464,POSTHOC_EVALUATION_ONLY,finite pairs / requested pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-10,pv.daylight_MAE,299.48331051271003,kW,min,4464,POSTHOC_EVALUATION_ONLY,MAE where actual_pv_kw > 0
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-10,pv.daylight_RMSE,445.8298128046404,kW,min,4464,POSTHOC_EVALUATION_ONLY,RMSE where actual_pv_kw > 0
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-10,pv.daylight_sample_count,2321.0,count,descriptive,4464,POSTHOC_EVALUATION_ONLY,samples where actual_pv_kw > 0
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-10,pv.ramp_MAE,55.10236932100157,kW/10min,min,4464,POSTHOC_EVALUATION_ONLY,mean(abs(predicted_ramp-actual_ramp)); adjacent physical intervals within the same natural day only
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-10,pv.ramp_sample_count,4433.0,count,descriptive,4464,POSTHOC_EVALUATION_ONLY,within-natural-day adjacent physical interval pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-11,load.MAE,661.0797812500001,kW,min,4320,POSTHOC_EVALUATION_ONLY,mean(abs(predicted-actual))
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-11,load.RMSE,1155.4930446477529,kW,min,4320,POSTHOC_EVALUATION_ONLY,sqrt(mean((predicted-actual)^2))
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-11,load.nMAE,0.15241301654707157,ratio,min,4320,POSTHOC_EVALUATION_ONLY,MAE / mean(actual_load)
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-11,load.bias,-63.986917222222175,kW,min,4320,POSTHOC_EVALUATION_ONLY,mean(predicted-actual)
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-11,load.max_absolute_error,3908.4499999999994,kW,min,4320,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-11,load.error_p50,163.8492000000001,kW,min,4320,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-11,load.error_p90,2527.3061199999997,kW,min,4320,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-11,load.error_p95,2805.7426200000004,kW,min,4320,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-11,load.error_p99,3497.466843,kW,min,4320,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-11,load.sample_count,4320.0,count,descriptive,4320,POSTHOC_EVALUATION_ONLY,finite actual/predicted pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-11,load.valid_coverage,1.0,ratio,descriptive,4320,POSTHOC_EVALUATION_ONLY,finite pairs / requested pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-11,load.peak_threshold_p90,6590.1915,kW,descriptive,4320,POSTHOC_EVALUATION_ONLY,global formal-output actual-load 90th percentile; posthoc only
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-11,load.peak_MAE,925.7858931818182,kW,min,4320,POSTHOC_EVALUATION_ONLY,MAE where actual_load >= global formal p90
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-11,load.peak_max_absolute_error,3792.5841,kW,min,4320,POSTHOC_EVALUATION_ONLY,max absolute error where actual_load >= global formal p90
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-11,load.peak_sample_count,132.0,count,descriptive,4320,POSTHOC_EVALUATION_ONLY,samples where actual_load >= global formal p90
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-11,pv.all_day_MAE,111.5344955787037,kW,min,4320,POSTHOC_EVALUATION_ONLY,mean(abs(predicted-actual)) over all intervals
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-11,pv.all_day_RMSE,234.5233030500344,kW,min,4320,POSTHOC_EVALUATION_ONLY,RMSE over all intervals
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-11,pv.bias,14.000959236111113,kW,min,4320,POSTHOC_EVALUATION_ONLY,mean(predicted-actual)
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-11,pv.max_absolute_error,1573.5043999999998,kW,min,4320,POSTHOC_EVALUATION_ONLY,max(abs(predicted-actual))
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-11,pv.sample_count,4320.0,count,descriptive,4320,POSTHOC_EVALUATION_ONLY,finite actual/predicted pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-11,pv.valid_coverage,1.0,ratio,descriptive,4320,POSTHOC_EVALUATION_ONLY,finite pairs / requested pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-11,pv.daylight_MAE,229.98342362768494,kW,min,4320,POSTHOC_EVALUATION_ONLY,MAE where actual_pv_kw > 0
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-11,pv.daylight_RMSE,336.77187882459856,kW,min,4320,POSTHOC_EVALUATION_ONLY,RMSE where actual_pv_kw > 0
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-11,pv.daylight_sample_count,2095.0,count,descriptive,4320,POSTHOC_EVALUATION_ONLY,samples where actual_pv_kw > 0
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-11,pv.ramp_MAE,42.042017808857814,kW/10min,min,4320,POSTHOC_EVALUATION_ONLY,mean(abs(predicted_ramp-actual_ramp)); adjacent physical intervals within the same natural day only
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-11,pv.ramp_sample_count,4290.0,count,descriptive,4320,POSTHOC_EVALUATION_ONLY,within-natural-day adjacent physical interval pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-12,load.MAE,602.8468126120072,kW,min,4464,POSTHOC_EVALUATION_ONLY,mean(abs(predicted-actual))
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-12,load.RMSE,1077.3288739135712,kW,min,4464,POSTHOC_EVALUATION_ONLY,sqrt(mean((predicted-actual)^2))
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-12,load.nMAE,0.12850553338189397,ratio,min,4464,POSTHOC_EVALUATION_ONLY,MAE / mean(actual_load)
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-12,load.bias,-7.9178055331541035,kW,min,4464,POSTHOC_EVALUATION_ONLY,mean(predicted-actual)
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-12,load.max_absolute_error,3993.3336,kW,min,4464,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-12,load.error_p50,177.68999999999983,kW,min,4464,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-12,load.error_p90,2353.19684,kW,min,4464,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-12,load.error_p95,2744.7134599999986,kW,min,4464,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-12,load.error_p99,3416.662638,kW,min,4464,POSTHOC_EVALUATION_ONLY,error=predicted-actual; percentiles use absolute error
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-12,load.sample_count,4464.0,count,descriptive,4464,POSTHOC_EVALUATION_ONLY,finite actual/predicted pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-12,load.valid_coverage,1.0,ratio,descriptive,4464,POSTHOC_EVALUATION_ONLY,finite pairs / requested pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-12,load.peak_threshold_p90,6590.1915,kW,descriptive,4464,POSTHOC_EVALUATION_ONLY,global formal-output actual-load 90th percentile; posthoc only
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-12,load.peak_MAE,648.9788719155845,kW,min,4464,POSTHOC_EVALUATION_ONLY,MAE where actual_load >= global formal p90
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-12,load.peak_max_absolute_error,3732.61,kW,min,4464,POSTHOC_EVALUATION_ONLY,max absolute error where actual_load >= global formal p90
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-12,load.peak_sample_count,616.0,count,descriptive,4464,POSTHOC_EVALUATION_ONLY,samples where actual_load >= global formal p90
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-12,pv.all_day_MAE,99.69951285842295,kW,min,4464,POSTHOC_EVALUATION_ONLY,mean(abs(predicted-actual)) over all intervals
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-12,pv.all_day_RMSE,215.54952862562484,kW,min,4464,POSTHOC_EVALUATION_ONLY,RMSE over all intervals
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-12,pv.bias,3.5197905465949817,kW,min,4464,POSTHOC_EVALUATION_ONLY,mean(predicted-actual)
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-12,pv.max_absolute_error,1293.7125000000005,kW,min,4464,POSTHOC_EVALUATION_ONLY,max(abs(predicted-actual))
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-12,pv.sample_count,4464.0,count,descriptive,4464,POSTHOC_EVALUATION_ONLY,finite actual/predicted pairs
baseline,Q2,recent_completed_same_clock-v1.0,B1_RECENT_SAME_CLOCK_MILP_R0,formal_output,month:2025-12,pv.valid_coverage,1.0,ratio,descriptive,4464,POSTHOC_EVALUATION_ONLY,finite pairs / requested pairs
