template_date,period,status,solver_name,solver_version,termination_condition,mip_gap,runtime_seconds
2025-08-08,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020508300000074087
2025-08-09,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020340499999747408
2025-08-10,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,2.9751218270059237e-16,0.01923450000003868
2025-08-11,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.017390200000136247
2025-08-12,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02022129999977551
2025-08-13,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01747559999967052
2025-08-14,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.018262999999933527
2025-08-15,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.021942200000012235
2025-08-16,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.026298400000086986
2025-08-17,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.018916799999715295
2025-08-18,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01849259999971764
2025-08-19,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019505499999922904
2025-08-20,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.018638300000020536
2025-08-21,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.027126500000122178
2025-08-22,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.04634860000032859
2025-08-23,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.047726499999953376
2025-08-24,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.018795399999817164
2025-08-25,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,1.5025553729923824e-16,0.0258349000000635
2025-08-26,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01738549999981842
2025-08-27,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.017499900000075286
2025-08-28,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01903989999982514
2025-08-29,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.025094200000239653
2025-08-30,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.06541900000001988
2025-08-31,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020226800000273215
2025-09-01,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01856199999974706
2025-09-02,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.018697200000133307
2025-09-03,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.018761499999982334
2025-09-04,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.017392900000231748
2025-09-05,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.04517160000023068
2025-09-06,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.0290050000003248
2025-09-07,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02016120000007504
2025-09-08,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019478700000036042
2025-09-09,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019694800000252144
2025-09-10,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.031695200000285695
2025-09-11,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01965219999965484
2025-09-12,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.03695419999985461
2025-09-13,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02253659999996671
2025-09-14,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020996000000195636
2025-09-15,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019477499999993597
2025-09-16,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019985100000212697
2025-09-17,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01956109999991895
2025-09-18,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.01964700000007724
2025-09-19,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.03324350000002596
2025-09-20,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.05467739999994592
2025-09-21,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020185400000173104
2025-09-22,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020394900000155758
2025-09-23,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019526399999904243
2025-09-24,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.019434399999681773
2025-09-25,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.018670299999939743
2025-09-26,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.02555370000027324
2025-09-27,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.0313442000001487
2025-09-28,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.017868600000383594
2025-09-29,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.018271500000082597
2025-09-30,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.018923300000096788
2025-10-01,formal_output,OPTIMAL,HiGHS,1.15.1,Optimal,0.0,0.020489099999849714
